Index,Image_Path,Target_Path
zurich_000097_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000097_000019_leftImg8bit.png,./Data/masks/zurich_000097_000019.png
zurich_000023_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000023_000019_leftImg8bit.png,./Data/masks/zurich_000023_000019.png
zurich_000015_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000015_000019_leftImg8bit.png,./Data/masks/zurich_000015_000019.png
zurich_000113_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000113_000019_leftImg8bit.png,./Data/masks/zurich_000113_000019.png
zurich_000060_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000060_000019_leftImg8bit.png,./Data/masks/zurich_000060_000019.png
zurich_000119_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000119_000019_leftImg8bit.png,./Data/masks/zurich_000119_000019.png
zurich_000051_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000051_000019_leftImg8bit.png,./Data/masks/zurich_000051_000019.png
zurich_000090_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000090_000019_leftImg8bit.png,./Data/masks/zurich_000090_000019.png
zurich_000024_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000024_000019_leftImg8bit.png,./Data/masks/zurich_000024_000019.png
zurich_000091_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000091_000019_leftImg8bit.png,./Data/masks/zurich_000091_000019.png
zurich_000050_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000050_000019_leftImg8bit.png,./Data/masks/zurich_000050_000019.png
zurich_000025_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000025_000019_leftImg8bit.png,./Data/masks/zurich_000025_000019.png
zurich_000118_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000118_000019_leftImg8bit.png,./Data/masks/zurich_000118_000019.png
zurich_000014_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000014_000019_leftImg8bit.png,./Data/masks/zurich_000014_000019.png
zurich_000061_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000061_000019_leftImg8bit.png,./Data/masks/zurich_000061_000019.png
zurich_000112_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000112_000019_leftImg8bit.png,./Data/masks/zurich_000112_000019.png
zurich_000096_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000096_000019_leftImg8bit.png,./Data/masks/zurich_000096_000019.png
zurich_000057_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000057_000019_leftImg8bit.png,./Data/masks/zurich_000057_000019.png
zurich_000022_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000022_000019_leftImg8bit.png,./Data/masks/zurich_000022_000019.png
zurich_000028_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000028_000019_leftImg8bit.png,./Data/masks/zurich_000028_000019.png
zurich_000019_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000019_000019_leftImg8bit.png,./Data/masks/zurich_000019_000019.png
zurich_000013_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000013_000019_leftImg8bit.png,./Data/masks/zurich_000013_000019.png
zurich_000066_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000066_000019_leftImg8bit.png,./Data/masks/zurich_000066_000019.png
zurich_000115_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000115_000019_leftImg8bit.png,./Data/masks/zurich_000115_000019.png
zurich_000021_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000021_000019_leftImg8bit.png,./Data/masks/zurich_000021_000019.png
zurich_000095_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000095_000019_leftImg8bit.png,./Data/masks/zurich_000095_000019.png
zurich_000054_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000054_000019_leftImg8bit.png,./Data/masks/zurich_000054_000019.png
zurich_000116_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000116_000019_leftImg8bit.png,./Data/masks/zurich_000116_000019.png
zurich_000065_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000065_000019_leftImg8bit.png,./Data/masks/zurich_000065_000019.png
zurich_000010_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000010_000019_leftImg8bit.png,./Data/masks/zurich_000010_000019.png
zurich_000098_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000098_000019_leftImg8bit.png,./Data/masks/zurich_000098_000019.png
zurich_000059_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000059_000019_leftImg8bit.png,./Data/masks/zurich_000059_000019.png
zurich_000026_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000026_000019_leftImg8bit.png,./Data/masks/zurich_000026_000019.png
zurich_000092_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000092_000019_leftImg8bit.png,./Data/masks/zurich_000092_000019.png
zurich_000120_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000120_000019_leftImg8bit.png,./Data/masks/zurich_000120_000019.png
zurich_000053_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000053_000019_leftImg8bit.png,./Data/masks/zurich_000053_000019.png
zurich_000111_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000111_000019_leftImg8bit.png,./Data/masks/zurich_000111_000019.png
zurich_000062_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000062_000019_leftImg8bit.png,./Data/masks/zurich_000062_000019.png
zurich_000017_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000017_000019_leftImg8bit.png,./Data/masks/zurich_000017_000019.png
zurich_000068_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000068_000019_leftImg8bit.png,./Data/masks/zurich_000068_000019.png
zurich_000034_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000034_000019_leftImg8bit.png,./Data/masks/zurich_000034_000019.png
zurich_000041_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000041_000019_leftImg8bit.png,./Data/masks/zurich_000041_000019.png
zurich_000080_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000080_000019_leftImg8bit.png,./Data/masks/zurich_000080_000019.png
zurich_000109_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000109_000019_leftImg8bit.png,./Data/masks/zurich_000109_000019.png
zurich_000103_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000103_000019_leftImg8bit.png,./Data/masks/zurich_000103_000019.png
zurich_000070_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000070_000019_leftImg8bit.png,./Data/masks/zurich_000070_000019.png
zurich_000005_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000005_000019_leftImg8bit.png,./Data/masks/zurich_000005_000019.png
zurich_000033_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000033_000019_leftImg8bit.png,./Data/masks/zurich_000033_000019.png
zurich_000046_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000046_000019_leftImg8bit.png,./Data/masks/zurich_000046_000019.png
zurich_000087_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000087_000019_leftImg8bit.png,./Data/masks/zurich_000087_000019.png
zurich_000039_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000039_000019_leftImg8bit.png,./Data/masks/zurich_000039_000019.png
zurich_000008_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000008_000019_leftImg8bit.png,./Data/masks/zurich_000008_000019.png
zurich_000104_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000104_000019_leftImg8bit.png,./Data/masks/zurich_000104_000019.png
zurich_000077_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000077_000019_leftImg8bit.png,./Data/masks/zurich_000077_000019.png
zurich_000002_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000002_000019_leftImg8bit.png,./Data/masks/zurich_000002_000019.png
zurich_000045_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000045_000019_leftImg8bit.png,./Data/masks/zurich_000045_000019.png
zurich_000084_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000084_000019_leftImg8bit.png,./Data/masks/zurich_000084_000019.png
zurich_000030_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000030_000019_leftImg8bit.png,./Data/masks/zurich_000030_000019.png
zurich_000001_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000001_000019_leftImg8bit.png,./Data/masks/zurich_000001_000019.png
zurich_000074_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000074_000019_leftImg8bit.png,./Data/masks/zurich_000074_000019.png
zurich_000107_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000107_000019_leftImg8bit.png,./Data/masks/zurich_000107_000019.png
zurich_000048_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000048_000019_leftImg8bit.png,./Data/masks/zurich_000048_000019.png
zurich_000089_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000089_000019_leftImg8bit.png,./Data/masks/zurich_000089_000019.png
zurich_000042_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000042_000019_leftImg8bit.png,./Data/masks/zurich_000042_000019.png
zurich_000083_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000083_000019_leftImg8bit.png,./Data/masks/zurich_000083_000019.png
zurich_000037_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000037_000019_leftImg8bit.png,./Data/masks/zurich_000037_000019.png
zurich_000006_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000006_000019_leftImg8bit.png,./Data/masks/zurich_000006_000019.png
zurich_000073_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000073_000019_leftImg8bit.png,./Data/masks/zurich_000073_000019.png
zurich_000100_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000100_000019_leftImg8bit.png,./Data/masks/zurich_000100_000019.png
zurich_000079_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000079_000019_leftImg8bit.png,./Data/masks/zurich_000079_000019.png
zurich_000078_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000078_000019_leftImg8bit.png,./Data/masks/zurich_000078_000019.png
zurich_000007_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000007_000019_leftImg8bit.png,./Data/masks/zurich_000007_000019.png
zurich_000101_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000101_000019_leftImg8bit.png,./Data/masks/zurich_000101_000019.png
zurich_000072_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000072_000019_leftImg8bit.png,./Data/masks/zurich_000072_000019.png
zurich_000082_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000082_000019_leftImg8bit.png,./Data/masks/zurich_000082_000019.png
zurich_000043_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000043_000019_leftImg8bit.png,./Data/masks/zurich_000043_000019.png
zurich_000036_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000036_000019_leftImg8bit.png,./Data/masks/zurich_000036_000019.png
zurich_000088_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000088_000019_leftImg8bit.png,./Data/masks/zurich_000088_000019.png
zurich_000049_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000049_000019_leftImg8bit.png,./Data/masks/zurich_000049_000019.png
zurich_000000_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000000_000019_leftImg8bit.png,./Data/masks/zurich_000000_000019.png
zurich_000106_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000106_000019_leftImg8bit.png,./Data/masks/zurich_000106_000019.png
zurich_000075_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000075_000019_leftImg8bit.png,./Data/masks/zurich_000075_000019.png
zurich_000085_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000085_000019_leftImg8bit.png,./Data/masks/zurich_000085_000019.png
zurich_000044_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000044_000019_leftImg8bit.png,./Data/masks/zurich_000044_000019.png
zurich_000031_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000031_000019_leftImg8bit.png,./Data/masks/zurich_000031_000019.png
zurich_000076_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000076_000019_leftImg8bit.png,./Data/masks/zurich_000076_000019.png
zurich_000105_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000105_000019_leftImg8bit.png,./Data/masks/zurich_000105_000019.png
zurich_000003_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000003_000019_leftImg8bit.png,./Data/masks/zurich_000003_000019.png
zurich_000009_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000009_000019_leftImg8bit.png,./Data/masks/zurich_000009_000019.png
zurich_000038_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000038_000019_leftImg8bit.png,./Data/masks/zurich_000038_000019.png
zurich_000032_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000032_000019_leftImg8bit.png,./Data/masks/zurich_000032_000019.png
zurich_000086_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000086_000019_leftImg8bit.png,./Data/masks/zurich_000086_000019.png
zurich_000047_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000047_000019_leftImg8bit.png,./Data/masks/zurich_000047_000019.png
zurich_000071_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000071_000019_leftImg8bit.png,./Data/masks/zurich_000071_000019.png
zurich_000102_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000102_000019_leftImg8bit.png,./Data/masks/zurich_000102_000019.png
zurich_000004_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000004_000019_leftImg8bit.png,./Data/masks/zurich_000004_000019.png
zurich_000108_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000108_000019_leftImg8bit.png,./Data/masks/zurich_000108_000019.png
zurich_000035_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000035_000019_leftImg8bit.png,./Data/masks/zurich_000035_000019.png
zurich_000081_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000081_000019_leftImg8bit.png,./Data/masks/zurich_000081_000019.png
zurich_000040_000019,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/zurich/zurich_000040_000019_leftImg8bit.png,./Data/masks/zurich_000040_000019.png
strasbourg_000001_065214,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_065214_leftImg8bit.png,./Data/masks/strasbourg_000001_065214.png
strasbourg_000001_031582,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_031582_leftImg8bit.png,./Data/masks/strasbourg_000001_031582.png
strasbourg_000001_039446,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_039446_leftImg8bit.png,./Data/masks/strasbourg_000001_039446.png
strasbourg_000001_017844,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_017844_leftImg8bit.png,./Data/masks/strasbourg_000001_017844.png
strasbourg_000001_019247,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_019247_leftImg8bit.png,./Data/masks/strasbourg_000001_019247.png
strasbourg_000000_019891,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_019891_leftImg8bit.png,./Data/masks/strasbourg_000000_019891.png
strasbourg_000000_035255,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_035255_leftImg8bit.png,./Data/masks/strasbourg_000000_035255.png
strasbourg_000001_031683,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_031683_leftImg8bit.png,./Data/masks/strasbourg_000001_031683.png
strasbourg_000001_008576,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_008576_leftImg8bit.png,./Data/masks/strasbourg_000001_008576.png
strasbourg_000000_028628,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_028628_leftImg8bit.png,./Data/masks/strasbourg_000000_028628.png
strasbourg_000001_016481,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_016481_leftImg8bit.png,./Data/masks/strasbourg_000001_016481.png
strasbourg_000001_059675,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_059675_leftImg8bit.png,./Data/masks/strasbourg_000001_059675.png
strasbourg_000001_001722,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_001722_leftImg8bit.png,./Data/masks/strasbourg_000001_001722.png
strasbourg_000000_025907,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_025907_leftImg8bit.png,./Data/masks/strasbourg_000000_025907.png
strasbourg_000000_008603,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_008603_leftImg8bit.png,./Data/masks/strasbourg_000000_008603.png
strasbourg_000001_023271,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_023271_leftImg8bit.png,./Data/masks/strasbourg_000001_023271.png
strasbourg_000001_056330,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_056330_leftImg8bit.png,./Data/masks/strasbourg_000001_056330.png
strasbourg_000001_011617,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_011617_leftImg8bit.png,./Data/masks/strasbourg_000001_011617.png
strasbourg_000000_021651,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_021651_leftImg8bit.png,./Data/masks/strasbourg_000000_021651.png
strasbourg_000001_051448,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_051448_leftImg8bit.png,./Data/masks/strasbourg_000001_051448.png
strasbourg_000001_018155,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_018155_leftImg8bit.png,./Data/masks/strasbourg_000001_018155.png
strasbourg_000001_048605,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_048605_leftImg8bit.png,./Data/masks/strasbourg_000001_048605.png
strasbourg_000000_002183,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_002183_leftImg8bit.png,./Data/masks/strasbourg_000000_002183.png
strasbourg_000000_025268,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000000_025268_leftImg8bit.png,./Data/masks/strasbourg_000000_025268.png
strasbourg_000001_016253,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_016253_leftImg8bit.png,./Data/masks/strasbourg_000001_016253.png
strasbourg_000001_018742,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_018742_leftImg8bit.png,./Data/masks/strasbourg_000001_018742.png
strasbourg_000001_061384,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_061384_leftImg8bit.png,./Data/masks/strasbourg_000001_061384.png
strasbourg_000001_062362,./Data/files/Cityscapes_leftImg8bit_trainvaltest/leftImg8bit/train/strasbourg/strasbourg_000001_062362_leftImg8bit.png,./Data/masks/strasbourg_000001_062362.png
